Date,Open,High,Low,Close,Adj Close,Volume
2017-04-17,32.020000,32.270000,31.900000,32.270000,33.270000,2785700
2017-04-18,32.270000,32.799999,32.169998,32.790001,33.790001,4965600
2017-04-19,32.770000,32.779999,32.279999,32.400002,32.400002,4623200
2017-04-20,32.439999,32.720001,32.299999,32.520000,32.520000,2378200
2017-04-21,32.430000,32.599998,32.349998,32.500000,32.500000,3065500
2017-04-24,32.529999,32.549999,31.350000,32.009998,32.009998,5106700
2017-04-25,32.000000,32.160000,31.860001,32.040001,32.040001,3678200
2017-04-26,31.930000,31.980000,31.540001,31.629999,31.629999,3608800
2017-04-27,31.629999,31.950001,31.469999,31.510000,31.510000,3969700
2017-04-28,31.459999,31.500000,30.920000,31.350000,31.350000,3689200
2017-05-01,31.370001,31.709999,31.180000,31.450001,31.450001,3322000
2017-05-02,31.500000,31.690001,30.940001,31.260000,31.260000,5010200
2017-05-03,31.480000,31.510000,30.400000,30.530001,30.530001,3738300
2017-05-04,29.990000,30.129999,29.549999,29.900000,29.900000,4657900
2017-05-05,29.920000,30.209999,29.889999,30.090000,30.090000,5199600
2017-05-08,30.209999,30.240000,29.879999,30.129999,30.129999,4007500
2017-05-09,30.139999,30.180000,29.709999,29.889999,29.889999,3700800
2017-05-10,29.900000,30.490000,29.889999,30.389999,30.389999,4254300
2017-05-11,30.250000,31.040001,30.030001,30.959999,30.959999,3107000
2017-05-12,31.040001,31.430000,30.959999,31.290001,31.290001,3775300
