Date,Open,High,Low,Close,Adj Close,Volume
2017-04-17,73.150002,73.459999,73.040001,73.389999,73.389999,1304000
2017-04-18,73.440002,74.500000,73.309998,74.239998,74.239998,2448600
2017-04-19,74.169998,74.250000,73.570000,73.870003,73.870003,2300700
2017-04-20,73.760002,74.110001,73.589996,74.070000,74.070000,1617700
2017-04-21,73.809998,74.279999,73.559998,73.680000,73.680000,2306800
2017-04-24,73.870003,73.940002,71.430000,72.500000,72.500000,2955300
2017-04-25,72.489998,72.730003,72.150002,72.669998,72.669998,1112300
2017-04-26,72.430000,72.480003,71.680000,71.830002,71.830002,1562600
2017-04-27,71.830002,72.760002,71.519997,72.160004,72.160004,1287700
2017-04-28,72.050003,72.050003,70.580002,71.440002,71.440002,1922700
2017-05-01,71.529999,71.989998,70.930000,71.199997,71.199997,1670900
2017-05-02,71.300003,71.440002,70.410004,70.750000,70.750000,2528600
2017-05-03,70.980003,71.160004,69.559998,69.809998,69.809998,2182100
2017-05-04,69.750000,70.010002,68.949997,69.860001,69.860001,1971600
2017-05-05,68.910004,69.930000,68.750000,69.800003,69.800003,1888200
2017-05-08,69.949997,69.959999,69.010002,69.720001,69.720001,1813200
2017-05-09,69.750000,69.809998,68.660004,69.029999,69.029999,1659900
2017-05-10,69.169998,70.199997,68.849998,70.010002,70.010002,1498400
2017-05-11,69.800003,71.570000,69.440002,71.500000,71.500000,1856300
2017-05-12,71.690002,72.300003,71.489998,71.849998,71.849998,2421100
2017-05-15,72.000000,72.639999,71.610001,71.660004,71.660004,1496600
2017-05-16,71.790001,71.980003,71.059998,71.599998,71.599998,1387200
