Date,Open,High,Low,Close,Adj Close,Volume
2016-05-19,68.559998,68.959999,68.220001,68.400002,68.400002,3606300
2016-05-20,68.919998,69.110001,67.699997,68.550003,68.550003,3383500
2016-05-23,68.809998,68.949997,68.180000,68.320000,68.320000,2408400
2016-05-24,68.779999,69.309998,68.339996,68.690002,68.690002,2180600
2016-05-25,68.800003,68.959999,67.519997,68.610001,68.610001,2119200
2016-05-26,68.669998,69.129997,68.430000,68.930000,68.930000,1383500
2016-05-27,68.949997,69.750000,68.930000,69.269997,69.269997,1200600
2016-05-31,69.320000,69.449997,68.410004,68.910004,68.910004,4403000
2016-06-01,68.750000,69.379997,68.599998,68.989998,68.989998,1883800
2016-06-02,68.870003,69.470001,68.639999,69.470001,69.470001,1756200
2016-06-03,70.169998,71.519997,70.099998,71.320000,71.320000,3062100
2016-06-06,71.209999,71.400002,69.610001,69.820000,69.820000,2831100
2016-06-07,70.029999,70.839996,69.820000,70.709999,70.709999,2405500
2016-06-08,70.650002,71.989998,70.330002,71.809998,71.809998,2252500
2016-06-09,71.589996,72.379997,71.339996,72.150002,72.150002,2035500
2016-06-10,71.660004,72.430000,71.639999,72.139999,72.139999,1905800
2016-06-13,72.239998,73.279999,72.239998,72.709999,72.709999,2256500
2016-06-14,72.699997,73.440002,72.120003,72.910004,72.910004,2904300
2016-06-15,72.959999,73.919998,72.860001,73.500000,73.500000,2247400
2016-06-16,73.260002,73.919998,72.739998,73.870003,73.870003,1816800
2016-06-17,73.739998,74.730003,73.199997,74.250000,74.250000,7802400
2016-06-20,74.500000,74.510002,73.209999,73.290001,73.290001,2667100
2016-06-21,73.379997,73.760002,72.809998,73.430000,73.430000,2090000
2016-06-22,72.650002,72.720001,72.000000,72.370003,72.370003,2070700
2016-06-23,73.000000,73.180000,71.949997,73.040001,73.040001,1461600
2016-06-24,71.290001,73.739998,71.150002,72.489998,72.489998,5415900
2016-06-27,72.150002,73.669998,71.900002,73.360001,73.360001,2552200
2016-06-28,73.559998,74.720001,73.129997,74.699997,74.699997,1877400
2016-06-29,74.849998,75.790001,74.430000,75.519997,75.519997,2286500
2016-06-30,75.629997,76.239998,74.739998,76.169998,76.169998,2499800
2016-07-01,76.150002,77.180000,75.970001,76.199997,76.199997,2276700
2016-07-05,76.019997,76.750000,76.000000,76.699997,76.699997,1670500
2016-07-06,76.459999,76.730003,75.900002,76.389999,76.389999,2364500
2016-07-07,75.930000,76.040001,74.279999,74.839996,74.839996,2301000
2016-07-08,75.330002,75.849998,74.529999,75.620003,75.620003,2291400
2016-07-11,75.779999,76.330002,75.000000,76.199997,76.199997,1420500
2016-07-12,76.139999,76.580002,75.519997,76.019997,76.019997,1783800
2016-07-13,76.349998,77.010002,76.000000,76.949997,76.949997,1746000
2016-07-14,76.949997,76.970001,75.680000,76.169998,76.169998,1531300
2016-07-15,76.320000,76.580002,75.599998,76.500000,76.500000,1507900
2016-07-18,76.629997,77.379997,76.379997,77.190002,77.190002,1085800
2016-07-19,77.209999,77.599998,76.769997,77.559998,77.559998,1517600
2016-07-20,77.480003,77.629997,77.150002,77.610001,77.610001,1060000
2016-07-21,77.250000,78.080002,77.070000,78.059998,78.059998,1070100
2016-07-22,78.000000,79.139999,77.910004,78.750000,78.750000,1251700
2016-07-25,78.900002,79.099998,78.220001,78.750000,78.750000,1137500
2016-07-26,78.650002,78.690002,77.500000,77.769997,77.769997,1333200
2016-07-27,77.769997,77.940002,76.250000,77.360001,77.360001,1740500
2016-07-28,77.230003,78.589996,77.059998,78.370003,78.370003,1713200
2016-07-29,78.510002,79.989998,78.510002,79.330002,79.330002,1925200
2016-08-01,79.320000,80.190002,78.610001,79.610001,79.610001,1944800
2016-08-02,79.070000,79.570000,77.309998,77.800003,77.800003,2352200
2016-08-03,77.550003,77.839996,75.919998,77.459999,77.459999,2366400
2016-08-04,77.459999,77.750000,77.029999,77.709999,77.709999,1467400
2016-08-05,76.949997,77.370003,76.160004,76.379997,76.379997,1508500
2016-08-08,76.500000,77.470001,76.339996,77.050003,77.050003,1577800
2016-08-09,76.940002,78.400002,76.110001,78.260002,78.260002,2392700
2016-08-10,78.480003,79.169998,78.309998,78.900002,78.900002,2022300
2016-08-11,78.860001,78.930000,77.300003,77.750000,77.750000,2105300
2016-08-12,77.970001,79.419998,77.730003,78.360001,78.360001,1676400
2016-08-15,78.459999,78.709999,77.680000,77.750000,77.750000,1663700
2016-08-16,77.550003,77.699997,76.379997,76.669998,76.669998,1627500
2016-08-17,76.849998,77.260002,76.089996,77.000000,77.000000,1999200
2016-08-18,77.000000,77.260002,76.410004,76.889999,76.889999,1240800
2016-08-19,76.639999,76.919998,76.070000,76.260002,76.260002,1774200
2016-08-22,76.459999,76.970001,76.279999,76.639999,76.639999,1538200
2016-08-23,76.980003,77.110001,76.540001,76.910004,76.910004,1178600
2016-08-24,76.910004,77.150002,75.849998,76.290001,76.290001,1064800
2016-08-25,76.379997,77.300003,76.300003,77.000000,77.000000,1446400
2016-08-26,77.139999,77.580002,75.139999,75.779999,75.779999,1916100
2016-08-29,76.089996,77.339996,76.050003,76.959999,76.959999,1485500
2016-08-30,77.110001,77.220001,76.239998,77.000000,77.000000,1130000
