Date,Open,High,Low,Close,Adj Close,Volume
2016-12-14,30.400000,30.459999,28.969999,29.010000,29.010000,6635900
2016-12-15,28.969999,29.049999,28.299999,28.410000,28.410000,7020900
2016-12-16,28.459999,29.260000,28.410000,29.139999,29.139999,8264300
2016-12-19,29.410000,30.430000,29.410000,30.299999,30.299999,4574500
2016-12-20,30.209999,30.420000,29.809999,30.020000,30.020000,3538100
2016-12-21,30.020000,30.290001,29.330000,29.370001,29.370001,2778300
2016-12-22,29.340000,29.430000,28.889999,29.180000,29.180000,3367700
2016-12-23,29.280001,29.400000,29.070000,29.260000,29.260000,2149400
2016-12-27,29.260000,29.490000,29.150000,29.370001,29.370001,2449600
2016-12-28,29.400000,29.400000,28.799999,29.010000,29.010000,3728200
2016-12-29,29.100000,29.469999,28.959999,29.360001,29.360001,3982200
2016-12-30,29.480000,29.840000,29.330000,29.719999,29.719999,3985100
2017-01-03,29.879999,29.920000,29.520000,29.780001,29.780001,3083500
2017-01-04,29.889999,30.570000,29.809999,30.440001,30.440001,5343100
2017-01-05,30.549999,31.260000,30.250000,31.150000,31.150000,4948900
2017-01-06,31.129999,31.480000,30.620001,31.219999,31.219999,5003800
2017-01-09,31.230000,31.350000,30.809999,30.809999,30.809999,4347300
2017-01-10,30.709999,30.750000,29.950001,30.049999,30.049999,4303000
2017-01-11,30.100000,30.490000,29.969999,30.400000,30.400000,5660000
2017-01-12,30.400000,30.500000,29.990000,30.410000,30.410000,2942700
2017-01-13,30.340000,30.510000,29.990000,30.219999,30.219999,2695000
2017-01-17,30.330000,30.730000,30.330000,30.680000,30.680000,2849100
2017-01-18,30.549999,30.920000,30.530001,30.549999,30.549999,3027700
2017-01-19,30.410000,30.410000,29.750000,29.959999,29.959999,4535300
2017-01-20,29.950001,30.150000,29.870001,30.070000,30.070000,3125100
2017-01-23,30.110001,30.370001,29.959999,30.330000,30.330000,2467200
2017-01-24,30.340000,30.480000,30.030001,30.240000,30.240000,3119300
2017-01-25,30.500000,30.610001,29.680000,29.879999,29.879999,6139000
2017-01-26,29.940001,30.070000,29.530001,29.600000,29.600000,5316000
2017-01-27,29.670000,29.719999,29.389999,29.559999,29.559999,4119400
2017-01-30,29.590000,30.129999,29.360001,30.070000,30.070000,6768000
2017-01-31,30.139999,30.770000,29.760000,30.320000,30.320000,23569800
2017-02-01,30.330000,30.629999,29.809999,30.040001,30.040001,5473900
2017-02-02,30.000000,30.719999,29.879999,30.700001,30.700001,4155200
2017-02-03,30.799999,31.000000,30.580000,30.750000,30.750000,3843800
2017-02-06,30.750000,30.930000,30.540001,30.920000,30.920000,3455000
2017-02-07,31.000000,31.090000,30.680000,30.750000,30.750000,3173200
2017-02-08,30.860001,31.129999,30.770000,30.910000,30.910000,2260600
2017-02-09,30.910000,31.059999,30.620001,30.680000,30.680000,4713500
2017-02-10,30.610001,30.809999,30.549999,30.700001,30.700001,3180300
2017-02-13,30.500000,30.920000,30.309999,30.850000,30.850000,2809300
2017-02-14,30.730000,30.830000,30.219999,30.410000,30.410000,2640500
2017-02-15,30.320000,30.459999,29.860001,30.420000,30.420000,2894600
2017-02-16,30.500000,31.290001,30.500000,30.980000,30.980000,3035800
2017-02-17,30.969999,31.110001,30.750000,31.070000,31.070000,2224300
2017-02-21,31.000000,31.510000,30.740000,31.400000,31.400000,3314400
2017-02-22,31.480000,31.910000,31.430000,31.639999,31.639999,4138600
2017-02-23,31.780001,32.160000,31.639999,32.130001,32.130001,2589200
2017-02-24,32.040001,32.689999,31.950001,32.639999,32.639999,3835000
2017-02-27,32.730000,32.900002,32.570000,32.730000,32.730000,3066600
2017-02-28,32.750000,32.970001,32.599998,32.790001,32.790001,4523000
2017-03-01,32.590000,32.590000,32.150002,32.200001,32.200001,3902300
2017-03-02,32.139999,32.259998,31.770000,32.110001,32.110001,3166900
2017-03-03,32.040001,32.250000,31.600000,32.200001,32.200001,3525700
2017-03-06,32.049999,32.160000,31.389999,31.500000,31.500000,3538800
2017-03-07,31.360001,31.430000,30.969999,31.299999,31.299999,3883700
2017-03-08,31.059999,31.059999,30.309999,30.360001,30.360001,2939600
2017-03-09,30.350000,30.469999,29.590000,29.750000,29.750000,2531900
2017-03-10,29.750000,30.299999,29.530001,29.760000,29.760000,3360700
2017-03-13,29.830000,30.000000,29.559999,29.780001,29.780001,3476600
2017-03-14,29.719999,29.790001,29.410000,29.510000,29.510000,3089400
2017-03-15,29.690001,30.240000,29.580000,30.080000,30.080000,3854100
2017-03-16,30.010000,30.230000,29.870001,30.020000,30.020000,2618000
2017-03-17,30.030001,30.410000,29.920000,30.120001,30.120001,4622400
2017-03-20,30.420000,30.480000,30.080000,30.170000,30.170000,2659300
2017-03-21,30.250000,30.299999,29.920000,30.010000,30.010000,4782900
2017-03-22,30.110001,30.650000,30.049999,30.490000,30.490000,7017100
2017-03-23,30.440001,30.870001,30.440001,30.570000,30.570000,7918600
2017-03-24,30.730000,30.799999,30.540001,30.610001,30.610001,5256600
2017-03-27,30.410000,31.090000,30.410000,30.790001,30.790001,5362400
2017-03-28,30.809999,31.049999,30.629999,31.000000,31.000000,3061500
2017-03-29,31.000000,31.120001,30.809999,31.020000,31.020000,2577800
2017-03-30,31.020000,31.059999,30.570000,30.990000,30.990000,3509100
2017-03-31,31.030001,31.379999,31.010000,31.280001,31.280001,3792300
2017-04-03,31.389999,31.410000,30.830000,31.100000,31.100000,5671000
2017-04-04,31.219999,31.360001,30.980000,31.049999,31.049999,5830600
2017-04-05,31.059999,31.160000,30.820000,31.139999,31.139999,7767900
2017-04-06,31.110001,31.440001,30.900000,31.400000,31.400000,4052700
2017-04-07,31.490000,31.870001,31.340000,31.790001,31.790001,6028300
2017-04-10,31.790001,31.980000,31.719999,31.910000,31.910000,3118800
2017-04-11,31.719999,31.900000,31.610001,31.809999,31.809999,3862800
2017-04-12,31.760000,31.930000,31.690001,31.900000,31.900000,2373200
2017-04-13,31.940001,32.119999,31.799999,31.900000,31.900000,2610700
2017-04-17,32.020000,32.270000,31.900000,32.270000,32.270000,2785700
2017-04-18,32.270000,32.799999,32.169998,32.790001,32.790001,4965600
2017-04-19,32.770000,32.779999,32.279999,32.400002,32.400002,4623200
2017-04-20,32.439999,32.720001,32.299999,32.520000,32.520000,2378200
2017-04-21,32.430000,32.599998,32.349998,32.500000,32.500000,3065500
2017-04-24,32.529999,32.549999,31.350000,32.009998,32.009998,5106700
2017-04-25,32.000000,32.160000,31.860001,32.040001,32.040001,3678200
2017-04-26,31.930000,31.980000,31.540001,31.629999,31.629999,3608800
2017-04-27,31.629999,31.950001,31.469999,31.510000,31.510000,3969700
2017-04-28,31.459999,31.500000,30.920000,31.350000,31.350000,3689200
2017-05-01,31.370001,31.709999,31.180000,31.450001,31.450001,3322000
2017-05-02,31.500000,31.690001,30.940001,31.260000,31.260000,5010200
2017-05-03,31.480000,31.510000,30.400000,30.530001,30.530001,3738300
2017-05-04,29.990000,30.129999,29.549999,29.900000,29.900000,4657900
2017-05-05,29.920000,30.209999,29.889999,30.090000,30.090000,5199600
2017-05-08,30.209999,30.240000,29.879999,30.129999,30.129999,4007500
2017-05-09,30.139999,30.180000,29.709999,29.889999,29.889999,3700800
2017-05-10,29.900000,30.490000,29.889999,30.389999,30.389999,4254300
2017-05-11,30.250000,31.040001,30.030001,30.959999,30.959999,3107000
2017-05-12,31.040001,31.430000,30.959999,31.290001,31.290001,3791800
2017-05-15,31.320000,31.620001,31.020000,31.100000,31.100000,2295400
2017-05-16,31.090000,31.200001,30.820000,31.000000,31.000000,2370700
2017-05-17,30.990000,31.700001,30.990000,31.360001,31.360001,3332000
2017-05-18,31.340000,31.780001,31.000000,31.719999,31.719999,3250100
